sentence,label,label_name
"The total headcount reduction will be 50 persons , the company said .",0,negative
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",2,positive
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,1,neutral
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",1,neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",1,neutral
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",1,neutral
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",1,neutral
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",2,positive
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,1,neutral
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,0,negative
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",1,neutral
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",1,neutral
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",1,neutral
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",2,positive
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,0,negative
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2,positive
The investment will be worth approximately EUR 100mn .,1,neutral
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,1,neutral
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",1,neutral
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",0,negative
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",1,neutral
Delivery is expected to take place later this month .,1,neutral
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0,negative
Investment management and investment advisory services are the company 's sole line of business .,1,neutral
The energy shot is packed in a 100-millilitre bag with a screw cap .,1,neutral
The name of the buyer was not disclosed .,1,neutral
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",2,positive
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",1,neutral
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,1,neutral
The value of the total investment is about EUR 600mn .,1,neutral
Profit of the accounting period was EUR 0.3 mn .,1,neutral
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",1,neutral
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,1,neutral
This includes a EUR 39.5 mn change in the fair value of investment properties .,1,neutral
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,2,positive
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",2,positive
The issuer is solely responsible for the content of this announcement .,1,neutral
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,1,neutral
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",2,positive
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",2,positive
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0,negative
"` Sanoma is a buyer not a target , ' he said .",1,neutral
"The company operates a U.S. division in Lisle , Ill. .",1,neutral
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",1,neutral
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",1,neutral
Estonia 's beer market overall grew three percent last year to 130 million liters .,2,positive
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",0,negative
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",2,positive
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',1,neutral
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1,neutral
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",2,positive
The combined value of the orders is almost EUR 3mn .,1,neutral
The measures result from weak demand in the shipbuilding industry .,0,negative
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",1,neutral
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,0,negative
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",2,positive
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",1,neutral
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,2,positive
Neither of the companies use genetically engineered soy at the moment .,1,neutral
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1,neutral
"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",1,neutral
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,1,neutral
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,2,positive
Nokia Siemens Networks has struggled to make a profit in the past two years .,0,negative
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",2,positive
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,1,neutral
The phones are targeted at first time users in growth markets .,1,neutral
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1,neutral
"With this , the company will exit the contract manufacturing service segment .",1,neutral
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1,neutral
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,1,neutral
`` Our design team has long admired Marimekko 's vivid patterns and colors .,2,positive
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,1,neutral
Cargo volume increased by approximately 5 % .,2,positive
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",0,negative
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",2,positive
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,0,negative
"They are responsible for their own operations , customer relationships , and the development of these .",1,neutral
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",2,positive
The plant will collect raw material from the Baltic Sea region .,1,neutral
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",2,positive
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0,negative
The studies are expected to start in 2008 .,1,neutral
The reductions will be concluded by autumn 2010 .,1,neutral
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,1,neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0,negative
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",2,positive
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,1,neutral
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",1,neutral
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",1,neutral
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",1,neutral
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",2,positive
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1,neutral
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,1,neutral
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",2,positive
"In Finland , Alma Media will focus on quality and developing chain operations .",1,neutral
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",1,neutral
The talks are aimed at restructuring operations and cutting costs .,2,positive
This wood lacquered clock comes with a stripy hand-crocheted cover .,1,neutral
The new B shares carry the right to dividend and other shareholder rights with effect from today .,1,neutral
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",1,neutral
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",1,neutral
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,2,positive
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,1,neutral
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",2,positive
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",1,neutral
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,1,neutral
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",1,neutral
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1,neutral
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",1,neutral
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",2,positive
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",1,neutral
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",1,neutral
Ponsse will divide its sales and maintenance service network into six geographical areas .,1,neutral
New Novator products are supposed to be exported .,1,neutral
International operations accounted for over 80 % of net sales .,1,neutral
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,2,positive
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,1,neutral
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",2,positive
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",1,neutral
J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,1,neutral
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",2,positive
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",2,positive
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",1,neutral
Our standardised services have met with a positive reception among our customers as well as at Itella .,2,positive
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,2,positive
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",2,positive
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",1,neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1,neutral
Subscription sales decreased slightly .,0,negative
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",1,neutral
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,1,neutral
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",0,negative
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",1,neutral
"The segment has an annual revenue of approximately EUR400m , the company said .",1,neutral
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,2,positive
The sellers were EOSS Innovationsmanagement and a group of private individuals .,1,neutral
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,1,neutral
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,1,neutral
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,1,neutral
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,0,negative
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,1,neutral
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,1,neutral
The purchase price was not disclosed .,1,neutral
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,0,negative
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0,negative
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,1,neutral
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",1,neutral
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",2,positive
The bond has a value of EUR150m and a maturity of 4 years .,1,neutral
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,1,neutral
The appointments will be in force until the new CEO has been appointed .,1,neutral
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,1,neutral
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1,neutral
A 2001 agreement expired earlier this month .,1,neutral
The plant is expected to enter commercial operation by mid-2009 .,1,neutral
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",1,neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,1,neutral
Protalix is developing genetically engineered proteins from plant cells .,1,neutral
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0,negative
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,1,neutral
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",1,neutral
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",1,neutral
`` The trend in the sports and leisure markets was favorable in the first months of the year .,2,positive
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",0,negative
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,1,neutral
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",1,neutral
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",1,neutral
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1,neutral
"The total number of voting rights is 74,612,523 .",1,neutral
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",1,neutral
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,2,positive
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",2,positive
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",2,positive
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",0,negative
Marimekko is considering further measures in the matter .,1,neutral
Less than ten people will face pension agreements .,1,neutral
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,1,neutral
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1,neutral
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",2,positive
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",1,neutral
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",1,neutral
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",2,positive
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",2,positive
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0,negative
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",1,neutral
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",1,neutral
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0,negative
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,1,neutral
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",1,neutral
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2,positive
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2,positive
It is planned to set up the A class business center in the two top storeys of the complex .,1,neutral
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1,neutral
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",1,neutral
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",2,positive
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,2,positive
Castecka said the town hall would hold talks with other investors interested in the zone .,1,neutral
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,2,positive
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,1,neutral
"BAWAG - Is to issue a benchmark , covered deal .",1,neutral
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,2,positive
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,negative
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,2,positive
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,1,neutral
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,2,positive
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,1,neutral
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",2,positive
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",1,neutral
"At the moment , there are approximately 20 Vianor sales offices in Russia .",1,neutral
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",1,neutral
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",1,neutral
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",1,neutral
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,2,positive
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,1,neutral
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",1,neutral
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",2,positive
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,1,neutral
"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",1,neutral
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,2,positive
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,2,positive
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,2,positive
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",1,neutral
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",1,neutral
Work on the assignment has already started and is due for completion in spring 2011 .,1,neutral
Protalix has $ 42 million in cash and no sales .,1,neutral
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",2,positive
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1,neutral
Central Europe is an important market area for Honka .,1,neutral
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',2,positive
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,1,neutral
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",1,neutral
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",1,neutral
Stora Enso will receive a 19.9 pct equity interest in the combined company .,1,neutral
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0,negative
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",2,positive
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,1,neutral
No financial details of the deployment were disclosed .,1,neutral
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",1,neutral
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1,neutral
"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",1,neutral
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,1,neutral
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1,neutral
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",2,positive
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,1,neutral
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,1,neutral
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",1,neutral
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",1,neutral
A total of $ 78 million will be invested in the project .,1,neutral
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",1,neutral
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,neutral
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",1,neutral
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",1,neutral
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2,positive
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",1,neutral
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,2,positive
"In 2007 , Huhtamaki will continue to invest in organic growth .",1,neutral
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",0,negative
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",0,negative
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",2,positive
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",1,neutral
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,2,positive
